,script
3243,疫情中禁足，但我心仍然阳光灿烂，为自己喝彩，向所有的烦恼拜拜！北京加油！#抗疫 @抖音小助手
3244,疫情之下，在乌鲁木齐开店的你，还好吗？#乌鲁木齐 #抗疫
3245,疫情全球蔓延#热门 #抗疫 #
3246,疫情再次席卷而来，做好一个月的居家隔离准备，2020 活着就好。#抗疫 @DOU+小助手
3247,疫情反复呈现#木桶效应 #新冠疫苗 是唯一取胜的机会！#抗疫
3248,疫情只会让闲的人闲S，忙的人忙S，你属于前者还是后者，我属于累S的#抗疫
3249,疫情就是命令！致敬在抗疫一线的广大党员和志愿者，你们也是郫都英雄！ #抗疫
3250,疫情当前！希望你们都要好好保重身体！出门做好防护措施！只要有好的身体比什么都重要#刘德华#抗疫@DOU+小助手
3251,疫情当前，保护好自己也算是为国家做贡献了#河北加油 #石家庄加油 #致敬一线工作人员 #抗疫
3252,疫情当前，河北高速交警：我请战！#抗疫 #新型冠状病毒
3253,疫情无间道#抗疫
3254,疫情时期，大人物的“新动作”#抗疫 #搞笑
3255,疫情期间#网红 红窗帘的主人#结婚 了！网友纷纷送上祝福：愿余生，如窗帘般红火！#抗疫 @抖音小助手
3256,疫情期间不出门#抗疫 @抖音小助手
3257,疫情期间客机如何消毒？阿提哈德航空一探究竟 #航空 #抗疫
3258,疫情期间需求增大，#沈阳市第六人民医院 中医药剂师疫期熬坏4个锅_有国外患者也接受中医治疗#中医 #抗疫
3259,疫情期间，你和你的猫还好吗？#猫 #宠物 #抗疫 #流浪猫
3260,疫情期间，大家一定要注意防范，人人有责从我做起！#抗疫#抢地主热门 @DOU+小助手
3261,疫情期间，秘鲁理发师的“露天理发店”给人们带去温暖。#抗疫 #秘鲁 #理发店
3262,疫情期间，积极复产！保障战斗一线&整装待发#移动空压机 #静音发电机 #高空作业车 #复盛 #埃尔曼 #抗疫
3263,疫情欠你们的婚礼，孝昌还给你！#集体婚礼 #抗疫
3264,疫情没有国界，病毒是人类共同的敌人！中国愿向有需要的国家和地区提供中医药援助！#中医#中药 #抗疫
3265,疫情没有结束，恳请大家别松懈，做好防护，不要让我们的努力白费，拜托，拜托了🙏🏻#抗疫 #抗疫一线 #武汉
3266,疫情爆发后，全球超级英雄联合抗疫，一部科幻动画 #抗疫  #动漫  #钢铁侠
3267,疫情终会过去，静候春暖花开！！！#蓝天救援 #消杀防疫 #抗疫
3268,疫情结束后，就来大连吧#热门 #大连#疫情 #抗疫 #疫情全知道 #旅行 #旅游 #旅游攻略
3269,疫情肆虐过的冰冷的土地上，是即将破土而出的春天，同气连枝，共盼春来！#黑河 #抗疫 #黑河加油
3270,疫情过去、春天来了！#抗疫 #黄梅戏
3271,疫情还未结束，祖国扔在流泪，做点有意义的事情吧！#杨坤diss惊雷 #抗疫一线 #武汉 #抗疫 #我要上热门
3272,疫情速报#抗疫 #美国疫情 #全球疫情
3273,疫情防控！人人有责！加油！石家庄❤️#抗疫 #正能量 #餐饮 #河北省进入战时状态 @DOU+小助手
3274,疫情防控，一刻不容松懈#乌鲁木齐疫情 #新疆加油 #抗疫
3275,疫情防控，人人有责，石家庄加油，河北加油#疫情 #抗疫 #减酒
3276,疫情面前中国展示着大国担当！#抗疫
3277,疫情面前，中国是怎么做的？再看看美国是怎么做的，这就是差距#抗疫 #美国疫情
3278,疫情，让人和人隔开很远，但让心贴的很近#滴滴与你在一起#最美逆行者 #抗疫
3279,病人家属病房偶遇湖北抗疫勇士，露出笑脸，竖起大拇指！#抗疫
3280,病毒不用怕，做好防护对抗它  #抗疫
3281,病毒属实可怕！#正能量 #疫情 #疫情全知道 #疫情防控 #抗疫 #病毒 #战胜疫情新疆在行动 @抖音小助手
3282,痛心！全国抗击新冠肺炎疫情先进个人苏忠宁，一路走好#致敬 #抗疫
3283,痛心！援鄂志愿者“虎哥”走了，他曾说：不愿再给武汉添麻烦 #唐山  #抗疫
3284,痛心！董存瑞外甥、首都公安“法制之星”艾冬牺牲在#抗疫 一线。英雄，走好！#疫情在前警察不退
3285,痛悼！“60分贝暖医”——武汉市中心医院江学庆医生感染新冠肺炎于3月日凌晨去世。 终年55岁#江学庆 #抗疫
3286,痛惜！一个英勇无畏的抗疫英雄之家，竟然被这么一场突如其来的意外摧毁了。英雄，一路走好。#抗疫 #抖音小助手
3287,痛惜！芒市一乡干部牺牲在边境疫情防控一线#芒市 #抗疫 #边境
3288,瘟疫无情人有情，好友一家被隔离，辰溪小伙拍摄Vlog记录送物资全过程#抗疫
3289,白云机场入境中国籍旅客全部需隔离4天#抗疫 #机场
3290,白衣天使奋战一线的抗疫英雄，保卫国家，有了你们才有中国的安定#新型冠状病毒 #抗疫 #祖国在我心中 #00后
3291,白衣天使要回家了#抗疫 #全民抗疫 #白衣天使 #可爱  @抖音小助手
3292,白衣天使面对疫情直言：必须上！  #高能镜面自拍  #抗疫
3293,白衣执甲 今朝凯旋沂蒙铁骑 护航平安#抗疫
3294,白衣执甲，载誉而归！谢谢你们为武汉拼过命！#广西#广西横县 #抗疫
3295,白衣执甲，逆行而上，以勇气和辛劳诠释了医者仁心，用担当和奉献换来了山河无恙#抗疫#她#最美医护者#白衣战士
3296,白衣披甲，携春归来！阜南抗疫英雄们回来了！#抗疫
3297,白衣颂歌 少儿配乐诗歌朗诵#朗诵#朗读#抗疫#背景视频#素材tv@DOU+小助手
3298,百人战疫，益路同行（二十二）#陕西 #西安 #蓝田 #白衣天使加油 #中国加油 #抗疫 #抖音小助手 #公益
3299,百年前成立妇孺救济会，今驰援武汉！扶危济贫，北大人薪火相传！ #历史  #抗疫
3300,百年前战胜鼠疫的伍连德，有什么过人之处？#历史 #抗疫 #伍连德 #云上大课堂
3301,百年口岸绥芬河，小城大爱，抗疫路上的逆行者，作为黑龙江省唯一开放的口岸，欢迎海外游子回家#绥芬河 #抗疫
3302,百毒不侵，诸邪莫近！虽有妈祖保佑，但大家不要麻木放松哦。#南沙加油 #抗疫
3303,盒悦-重庆店秉承盒悦老板娘精神，助力医护人员共同抗疫@盒悦老板娘（雨衣妹妹） #抗疫
3304,盘点各种“反人类” #抗疫疗法 #全球疫情#抗疫#南财视频
3305,目前，该患者密切接触者已集中隔离医学观察#江西 #抗疫
3306,直击#郫都区岷阳实验外国语学校 教师在家线上教学现场 #郫都 #抗疫 #网课
3307,直播吧3月26日讯，推特上一位网友爆料，泰国的一位父亲为儿子居家隔离防疫想“妙招”#泰国#抗疫
3308,相信在大家的共同努力配合下，我们很快会回到自己的工作岗位#新疆人加油#抗疫
3309,盼海外的你们平安回家#石油 #加油 #宝鸡 #最可爱的人 #抗疫 #回家 #坚守岗位
3310,盼着盼着，树叶终于新生了，这个春天姗姗来迟。后面背景里物业工作人员在焊围栏，愿疫情早日散去，人间皆安！#抗疫
3311,盼苏醒！常勇，我们等你回来！@保定市蓝天救援队 #抗疫 #英雄 @抖音小助手 @央视新闻 @四川观察
3312,省内多地普降大雪，湖北高速迅速除雪保畅，守护#抗疫应急车辆安全！#致敬 ！
3313,省委书记娄勤俭：疫情下坚守岗位的每个江苏人都是英雄！#盐城 #抗疫 #江苏 @抖音小助手
3314,看乌苏的蓝天白云，看小区的绿草鲜花，看我们统一核酸检测，下楼排队，间隔.5米，之后再统一回家。#抗疫 #汇茗
3315,看了最近的一些新闻，我得出结论：喝白酒确实有利于抗击疫情。#抗疫 #陈小洁
3316,看到小姐姐的短发，莫名感动😭#医生 #抗疫 #抖音小助手
3317,看到这个视频的网友，让我们一起为国外还在和新冠战斗的朋友们加油吧！#抗疫 #国际抗疫 #正能量
3318,看到这倔强的身影，瞬间泪目！她们瘦弱的身体，却在困境中成为民族最坚强的脊梁！点赞#抗疫 最可爱的人@抖音小助手
3319,看咱厦门多有爱~❤️#歌仔戏 @抖音小助手 @厦门歌仔戏研习中心 #厦门同安 #抗疫
3320,看哭！“妈妈像花木兰一样去打仗了！”“五朵金花”援鄂抗疫的故事令人动容，北大医学人好样的！#抗疫#最美医护者
3321,看完就知道为什么中国家最安全最强大，此生无悔入华夏#抗疫@抖音小助手
3322,看完这个视频，快把口罩戴上吧#疫情全知道 #抗疫
3323,看完这视频，你有什么感想？疫情下人类是一体的，一起为非洲人民加油！👍关注非洲#抗疫
3324,看我是不是瘦了，周澎新歌录制《风雨无阻向前进》#周澎 #热门 #我要上热门 #西安 #商洛 #抗疫 #武汉
3325,看照片莫名想哭！向所有 #抗疫 一线工作人员致敬！#泪目
3326,看见 记者镜头下的黄冈战疫：封城。#黄冈 #抗疫
3327,真•给力！2月日晚开始，连续5天，常德市武陵区将对重点区域喷洒消毒#消毒 #抗疫 @抖音小助手
3328,真心做好事，踏实做好人，路再艰难，也要坚持#公益#正能量#抗疫#全民抗疫@抖音小助手
3329,真是不要脸，我们不能帮助白眼狼，这是活生生的农夫与蛇#抖音小助手 #热门 #美国#抗疫@抖音小助手
3330,真暖真香！#蒙古国捐赠的3万只羊 来宿迁啦～听说你们一直在问陈秋成在哪里？这不，他的回应来啦😉#泗洪 #抗疫
3331,真有人信了特朗普的话？两人喝下消毒液抗疫被送医。 特朗普：我不负责#抗疫
3332,真正的明星#韩红#慈善#抗疫#正能量   划到视频的你   支持红姐吗  @抖音小助手
3333,真的庆幸我们有一个伟大的国家，封城这个决定真的是太重要了 #在一起  #电视剧在一起  #抗疫  #祖国万岁
3334,真的是‘si了都要爱’，韩国🇰🇷集体婚礼，宣布病毒阻碍不了爱情💏。@抖音小助手 #韩国 #抗疫
3335,真的累了~腰酸腿疼~但是内心无比自豪能为我们独山子抗议出那么一点微薄之力#抗疫#加油新疆
3336,真相一定会大白，多行不义必自毙，为中国点赞转发，为我们的英雄点赞#抗疫 #中国 #美国#热门 @抖音小助手
3337,眼前这位，是身旁的战友，是牺牲在抗疫一线的勇士，一路走好！#抗疫@抖音小助手
3338,眼看要复工了，但是好像已经适应了白天睡不醒，晚上睡不着，昼伏夜出的日子，怎么才能适应以往的上班日子呢？#抗疫
3339,瞧瞧二维码上电子屏。小区人性化抗疫，油城杠杠滴！@远房的表舅 多谢#抗疫 一起加油 #新疆
3340,知道你现在很辛苦～请再坚持一下～#加油新疆 #抗疫 加油陌生人！@抖音小助手
3341,短暂的别离只是为了更好的重逢～#抗疫  #空城 #巴里坤
3342,短短30秒，中国人一定要看完这段 #抗疫  #援助湖北医疗队  #东港  #摄影
3343,石家庄加油啊！我们也在努力着💗#医护日常 #医路有你 #我的白大褂 #护士 #致敬一线工作人员 #抗疫
3344,石家庄已进入战时状态，不要恐慌，做好防护减少外出我们一定能战胜病毒，加油石家庄！    #抗疫  #石家庄疫情
3345,石家庄已进入战时状态，不要恐慌，做好防护减少外出我们一定能战胜病毒，加油石家庄！我们随时待命#抗疫#石家庄疫情
3346,石家庄挺住啊，俺想回家#抗疫
3347,石家庄正式进入防护状态，大家做好防护！让我们一起渡过难关！石家庄加油！#抗疫 #致敬一线抗疫英雄 #加油
3348,石家庄疫情紧绷，月5日下午，北国超市怀特店已停业。#石家庄 #自动字幕 #疫情 #抗疫
3349,石家庄迅速进入战时状态，大家做好防护，减少外出，加油河北，加油石家庄#疫情 #抗疫#抖音小助手 @DOU+小助手
3350,石家庄进入战时状态，大家尽量减少外出，加油石家庄！#抗疫 #加油
3351,石榴花开战役同心#抗疫 #隔离 #正能量 #新疆 #乌鲁木齐 @DOU+小助手 @抖音小助手
3352,石油人修井#抗疫#致敬烈士 #哀悼抗疫烈士 #石油人#抖音小助手
3353,破家值万贯，论有个医生朋友的好处#连花清瘟 #抗疫 #神医 #钟南山 @@DOU+小助手
3354,硬核小区进门消毒第二波，看到最后，别说人了，自行车也别想逃过，够硬核！#抗疫
3355,确实是个好办法，就是有点考验视力哦#抗疫 #全民抗疫 #智慧
3356,社区书记的悲壮坚守_要死我们就死在一起，不死就约着一起看花#纪录片武汉战疫 #湖北加油 #坚守 #抗疫
3357,社区工作者和医护人员你们辛苦了！向你们致敬！#抗疫 #文明排队 #向一线工作者致敬
3358,社区工作者费心了，设计出了这款更人性化的封条！封住了病毒，留下了温暖！一起努力，加油！#抗疫 #志愿者
3359,社区有他最安心！《阳光好人》栏目报道#v领地仇亚韩社长#抗疫事迹
3360,社区通知今天做核酸 小可爱积极配合#抗议小先锋#人类的幼崽真是太可爱了 #抗疫 #家有萌娃 #抗击疫情@DOU
3361,祈祷疫情早日结束！我在北京不回老家，和北京人民一起抗击疫情！北京加油！家乡安康！#安徽#桐城#抗疫 #上热门
3362,祈逝者安息，愿山河无恙#抗疫
3363,祖国发女（男）朋友啦～！#抗疫#祖国 #感人
3364,祖国强大，在大灾难面前老百姓没有后顾之忧！🙏@焦大宝Jackie #抗疫
3365,祝全世界的抗疫工作者双节快乐！双击加关注么么哒！#双节#抗疫
3366,祝所有亲朋好友新年快乐！愿202年“🐮”转乾坤！！#稳住202 #大叔 #抗疫
3367,祝所有医务工作者医师节快乐#医师节快乐 #抗疫 #新疆加油
3368,祝福所有“战疫”一线的女医务工作者们！节日快乐！平安凯旋！ 祝所有女神节日快乐！ #妇女节 #抗疫 #女神节
3369,祥云26名医务人员驰援瑞丽！@抖音小助手 @DOU+小助手 #新冠肺炎 #抗疫
3370,福奇愁坏了！美国24日新增新冠病毒确诊病例达385例，单日新增创新记录#美国 #抗疫 #新冠肺炎
3371,福奇愁坏了！美国24日新增新冠病毒确诊病例达385例，单日新增创新记录#美国#抗疫#新冠肺炎
3372,福山3800字批“中国政权”，最后一段亮了 #美国 #福山 #抗疫 @抖音小助手
3373,福建福州：即刻进入 #抗疫战时状态 ！
3374,福鼎启动重点人群新冠疫苗接种工作，抗疫，我们从不服输#抗疫 #新冠疫苗
3375,离家复工0天，太想念我的宝贝，毅然决然的回了农村老家，开启了留守妇女之路！#抗疫 #留守
